MD5,Flag,Name,Shader Type,Offset,Size
316f30bba642e78cd04449269acb5cfd,FFlagExtendedHdrPrecision,ImageProcessFIBLQNeonBlurBloomFS,Fragment,1639876,2180
4b26fd8c1f29b2598f98f95c5b6dee40,FFlagExtendedHdrPrecision,ImageProcessFIBLQNeonBlurBloomLinearFS,Fragment,1642056,1856
993ae0b8ad67884ee7dc93bc1e47b567,FFlagExtendedHdrPrecision,ImageProcessFIBLQNeonBlurFS,Fragment,1638188,1688
4087a10a2d81dd4aa8c6ba4c5a0f8588,FFlagExtendedHdrPrecision,ImageProcessFIBLQNeonFS,Fragment,1633304,1408
2f743bfd8b50372be59971264c8dae68,FFlagExtendedHdrPrecision,ImageProcessFS,Fragment,1602888,1124
fcbebbb18b5dfde672f3dd2ee72d5629,FFlagExtendedHdrPrecision,ImageProcessFXCompositionFS,Fragment,1610408,1760
06350a71a33965255800a3c59e332f12,FFlagExtendedHdrPrecision,ImageProcessLQNeonBlurFS,Fragment,1608948,1460
544f5e1f90b759f22bde60d92eacac61,FFlagExtendedHdrPrecision,ImageProcessLQNeonFS,Fragment,1605136,1228
0af5bd0065e27530cef2b62fde05f132,FFlagExtendedHdrPrecision,LightGridPointSplatFS,Fragment,1602396,492
dd07ffd473c723c45d7c985a7389d7ec,FFlagExtendedHdrPrecision,LinearizeDepthFS,Fragment,1648472,1208
9307778ec16ad3feeed4e1a3e11a0f7e,FFlagExtendedHdrPrecision,LowQGlassFFlagUseSkylightFS,Fragment,1241128,3952
8f79796ef8d1aafd1b7fec5e27f0be1b,FFlagExtendedHdrPrecision,LowQGlassFS,Fragment,1237176,3952
4cf9c5fd120dc8e5ab213452e26e3357,FFlagExtendedHdrPrecision,LowQMaterialFS,Fragment,1220916,4352
35acbf2b3a4fad5e763a24ed0db2e00a,FFlagExtendedHdrPrecision,LowQMaterialWangFallbackFS,Fragment,1229084,3384
610b102283f0cfe56162a2eec7ac04fe,FFlagExtendedHdrPrecision,LowQMaterialWangFS,Fragment,1225268,3816
eccfbab448134dbca4f66f0231a02c9f,FFlagExtendedHdrPrecision,OccupancyDebugFS,Fragment,1649680,2276
74accb47b677404e29f2482bd339e6fd,FFlagExtendedHdrPrecision,ParticleCurveAddFS,Fragment,1434732,1972
a9fb73742e4adb2d9b4194d557eb9d12,FFlagExtendedHdrPrecision,ParticleCurveAddFS_Soft,Fragment,1451232,2268
d27f9b83f060d6a07c9a1599c7ebcb2b,FFlagExtendedHdrPrecision,ParticleCurveCrazyFS,Fragment,1439032,1956
b41935d2f5b6f59434d4d733a8a3d2ae,FFlagExtendedHdrPrecision,ParticleCurveCrazyFS_Soft,Fragment,1456096,2252
d6bcbbd65626de1c4da517e5c1ed54f4,FFlagExtendedHdrPrecision,ParticleCurveCrazySparklesFS,Fragment,1440988,2216
e6ced475757ddc8e5224b6b6a89e8e06,FFlagExtendedHdrPrecision,ParticleCurveModulateFS,Fragment,1436704,2328
9c7f6b4962f271903db1bf7dcdb28bee,FFlagExtendedHdrPrecision,ParticleCurveModulateFS_Soft,Fragment,1453500,2596
e0c9c8b7027200c755a94b426b9b364b,FFlagExtendedHdrPrecision,ParticleCustomFS,Fragment,1445944,2280
f5eee66f1e85d55da05ffd062dca688e,FFlagExtendedHdrPrecision,ParticleCustomFS_Soft,Fragment,1461316,2576
5f0b81454e08b9174e1334bbf4df26cd,FFlagExtendedHdrPrecision,ParticleLightingFS,Fragment,1466332,2360
d4c6534ea2cee60de2d064bd73e1e421,FFlagExtendedHdrPrecision,PassThroughFS,Fragment,1560716,608
e2afbcddeaae3e455f56f600671ec9d4,FFlagExtendedHdrPrecision,ProfilerFS,Fragment,1653552,820
541576bbc4d1332ec38197037d21befa,FFlagExtendedHdrPrecision,RadialBlurFS,Fragment,1574348,2812
37df2af37f11d7866efff70038d772b7,FFlagExtendedHdrPrecision,ShadowBlurFS,Fragment,1568076,2032
122b97aabeaf543ea1188e81b027ab12,FFlagExtendedHdrPrecision,ShadowBlurMarkFS,Fragment,1591964,396
ded8a443bc9f9db3cd094a2bbd50f059,FFlagExtendedHdrPrecision,SkyFS,Fragment,1471872,1708
1d33df60637e3f621d227fd111dc6ece,FFlagExtendedHdrPrecision,SmoothClusterColoredFS,Fragment,1394268,3748
285e27693343f2d9cf17137538f658c0,FFlagExtendedHdrPrecision,SmoothClusterColoredHQFS,Fragment,1398016,5056
40ca990bd6b57748587158a576f131dc,FFlagExtendedHdrPrecision,SmoothClusterColoredSuperHQFS,Fragment,1403072,6676
e44a87ba020af958cffd9652b9d6e59b,FFlagExtendedHdrPrecision,SmoothClusterFS,Fragment,1366252,3580
1c2509eb17962f947136276de684d1f3,FFlagExtendedHdrPrecision,SmoothClusterHQFS,Fragment,1369832,4888
6a5ad23a30b187bea1c850cd338c9f7e,FFlagExtendedHdrPrecision,SmoothClusterSuperHQFS,Fragment,1374720,5916
226fd01fd3e0c08b596d9c8f7b9bffb6,FFlagExtendedHdrPrecision,SmoothWaterFS,Fragment,1529204,4664
7b8c566cc76718cb4ff5aaf54a2fe159,FFlagExtendedHdrPrecision,SmoothWaterHQFS,Fragment,1533868,5584
8cda67d2d4fcce92f98dd9e06b5e556d,FFlagExtendedHdrPrecision,SmoothWaterLegacyFS,Fragment,1510052,4560
246166565fc6b0cc0ddece979378917f,FFlagExtendedHdrPrecision,SmoothWaterLegacyHQFS,Fragment,1514612,5472
50a24eef5e08a330bd03a43cd9db178a,FFlagExtendedHdrPrecision,SmoothWaterLegacySuperHQFS,Fragment,1520084,9120
73235387a248457e4e8265b524420a2b,FFlagExtendedHdrPrecision,SmoothWaterSuperHQFS,Fragment,1539452,9212
ae7ff6c65167a64ac14f6bee529ac559,FFlagExtendedHdrPrecision,SSAOBlurXFS,Fragment,1553180,1604
207239c50d45a0f01caf9108661793ae,FFlagExtendedHdrPrecision,SSAOBlurYFS,Fragment,1554784,1604
dc1cdc5ee85fe50cd48035defe127cd7,FFlagExtendedHdrPrecision,SSAOCompositFS,Fragment,1557688,1548
9b0102cd9c492d1b71ac4ad40c5aa929,FFlagExtendedHdrPrecision,SSAODepthDownFS,Fragment,1549208,1208
8b1100641eb5f9b669c70fcea1710844,FFlagExtendedHdrPrecision,SSAOFS,Fragment,1550416,2764
1846965cf4e0d2379ca2bf8dde34fcb5,FFlagExtendedHdrPrecision,StarsFS,Fragment,1476888,1740
a517e226ba15acc57b97c380ecf2cfd3,FFlagExtendedHdrPrecision,SunRaysFS,Fragment,1570108,4240
053993678955788cd1f7a7014250de13,FFlagExtendedHdrPrecision,TexCompFS,Fragment,1480288,840
d4e867fd81f7702ff543f78e60a34d22,FFlagExtendedHdrPrecision,TexCompPMAFS,Fragment,1481128,868
1006fc33787f1bf0eaeb2928f741e062,FFlagExtendedHdrPrecision,TrailFS,Fragment,1415256,1936
838558a3b6e5104e8bb3348cfdc392fa,FFlagExtendedHdrPrecision,TrailFSLight,Fragment,1423120,3336
c5d4c2d27ece5b0fdb29d45a2f3be08d,FFlagExtendedHdrPrecision,TrailFSQuad,Fragment,1419052,1964
50147d4f13843add445b58900c2ecf89,FFlagExtendedHdrPrecision,TrailFSQuadLight,Fragment,1428588,3364
40beda3e8fad15f31bc3e1646510e4ab,FFlagExtendedHdrPrecision,UIFogFS,Fragment,1493348,2052
e06439816f040dd039c1bf0f9b1dd767,FFlagExtendedHdrPrecision,UIFS,Fragment,1492340,1008
ecee47a90ef1695bbf31ae83e8219dc4,FFlagExtendedHdrPrecision,UILitFogFS,Fragment,1498796,3528
aa71d178c4c10a7d8c75d78595fd8e56,FFlagExtendedHdrPrecision,UILitFS,Fragment,1495400,3396
070555b864801a3810da465a96158159,FFlagExtendedHdrPrecision,UpSampleTentFS,Fragment,1589304,1852
1475a9a724ee7fe3e6e765f4d7fc00a4,FFlagExtendedHdrPrecision,AdornAALineVS,Vertex,1109044,3392
8768a220316ad6ba7817d8915d42370c,FFlagExtendedHdrPrecision,AdornLightingVS,Vertex,1121780,2332
458ea7989fe69c436cf08f4914d74279,FFlagExtendedHdrPrecision,AdornObjectParabolaVS,Vertex,1136716,2852
641267446d5b580ea93223b0e5f4ea19,FFlagExtendedHdrPrecision,AdornObjectRopeVS,Vertex,1130508,3136
93753172296b0ebd7c5853a23369ded7,FFlagExtendedHdrPrecision,AdornObjectSpringVS,Vertex,1133644,3072
8624ade4bb08a20d08083383abf9160d,FFlagExtendedHdrPrecision,AdornObjectVS,Vertex,1139568,2404
67d430690edd2b0697157c78f6ac7a8a,FFlagExtendedHdrPrecision,AdornOutlineVS,Vertex,1125880,2068
8bac919530ac362e43c7602bc14b9ef9,FFlagExtendedHdrPrecision,AdornSelfLitHighlightVS,Vertex,1119360,2420
2e29a9f884b7a438430680ed7ae29f6b,FFlagExtendedHdrPrecision,AdornSelfLitVS,Vertex,1116940,2420
c1a894bccbd9ede14cfbe490bb668449,FFlagExtendedHdrPrecision,AdornVS,Vertex,1114988,1952
da189f8bdc22ded9db4c0c704c9a7f90,FFlagExtendedHdrPrecision,CopyGuiVS,Vertex,1559236,880
91f6fe02b49a5d1adc9cd8f112a071b2,FFlagExtendedHdrPrecision,DefaultInstancedHQVS,Vertex,1195060,4572
8636d00aafcc16344c4636b1fefceb88,FFlagExtendedHdrPrecision,DefaultInstancedReflectionVS,Vertex,1208740,4896
b4c581fd892cf869290ba8b835188ad9,FFlagExtendedHdrPrecision,DefaultInstancedSurfaceHQVS,Vertex,1204332,4408
5eaf9c1e7592ae6ff21ab9ae6e9e3cbd,FFlagExtendedHdrPrecision,DefaultInstancedVS,Vertex,1199632,4700
29d07f07403a65ab01d96a0e06255d77,FFlagExtendedHdrPrecision,DefaultShadowInstancedVS,Vertex,1218988,1928
10210e9d389e09bc99f36655ea50b43b,FFlagExtendedHdrPrecision,DefaultShadowSkinnedVS,Vertex,1234000,1840
cb1cfe055a8cb662319e0f76b42a4695,FFlagExtendedHdrPrecision,DefaultShadowStaticVS,Vertex,1232468,1532
9e77d0f6e775b4c33b8ab6b4e5a637bf,FFlagExtendedHdrPrecision,DefaultSkinnedHQVS,Vertex,1155720,3492
1b913e701dd2bddf6e202c19ae9bab8b,FFlagExtendedHdrPrecision,DefaultSkinnedReflectionVS,Vertex,1180840,3804
755a221ae53e905adb15f61891655259,FFlagExtendedHdrPrecision,DefaultSkinnedSurfaceHQVS,Vertex,1191692,3368
75268f048ba804760add11554e5004dc,FFlagExtendedHdrPrecision,DefaultSkinnedVS,Vertex,1152208,3512
fe2364c4eea35e7f0af22ebb6bdfa918,FFlagExtendedHdrPrecision,DefaultStaticHQVS,Vertex,1149120,3088
9b7e91002d11ff61d0c048a6df8b2ce9,FFlagExtendedHdrPrecision,DefaultStaticReflectionVS,Vertex,1173604,3400
ed6e9527352d301eac2e83f85215a322,FFlagExtendedHdrPrecision,DefaultStaticSurfaceHQVS,Vertex,1188836,2856
575f5e7f7816ce9fcdbf5b23d33006c3,FFlagExtendedHdrPrecision,DefaultStaticVS,Vertex,1146012,3108
f71ccc025736380e13b2eb004c923982,FFlagExtendedHdrPrecision,DownSample4x4VS,Vertex,1561324,1148
d8da30be3ec085b730ecd5fb7eb396b9,FFlagExtendedHdrPrecision,DownSampleGjoel8UVVS,Vertex,1582060,1220
ae67375b63489641ab073aadc1a5b8e8,FFlagExtendedHdrPrecision,GlassInstancedVS,Vertex,1213636,5352
81dd38c403b70ceb1e745cde13f1dad2,FFlagExtendedHdrPrecision,GlassSkinnedVS,Vertex,1184644,4192
863d510ddc702efc264450cd9092b4bd,FFlagExtendedHdrPrecision,GlassStaticVS,Vertex,1177004,3836
f04b73da3cef0a44d436a096fdcdf953,FFlagExtendedHdrPrecision,LightGridPointSplatVS,Vertex,1601528,868
8ed631815ff4b45b803e90adb450861f,FFlagExtendedHdrPrecision,ParticleCurveVS,Vertex,1431952,2780
43384ec5d65568965ccfc9907fc7727c,FFlagExtendedHdrPrecision,ParticleCurveVS_Soft,Vertex,1448224,3008
22cca61bda60cb8c69eaeb47eb4dd346,FFlagExtendedHdrPrecision,ParticleCustomVS,Vertex,1443204,2740
062439fae8791e49cf2649fc87c7b5f1,FFlagExtendedHdrPrecision,ParticleCustomVS_Soft,Vertex,1458348,2968
7553d4d0b21f5ed5b6b859d664ac4b66,FFlagExtendedHdrPrecision,ParticleLightingVS,Vertex,1463892,2440
2994fede66662a8269cc03bf06c10d81,FFlagExtendedHdrPrecision,PassThroughPosVS,Vertex,1560116,600
7dfced3289496f930455133ef29ae26b,FFlagExtendedHdrPrecision,PassThroughVS,Vertex,1548664,544
4dc2ff10b05ce72cb22333e65b280d4a,FFlagExtendedHdrPrecision,ProfilerVS,Vertex,1651956,1596
eb8552b646ade19e4e9e405a9b1aed60,FFlagExtendedHdrPrecision,ShadowBlurMarkVS,Vertex,1591156,808
1c1c5313ccfb072fc34fc07100192fa3,FFlagExtendedHdrPrecision,SkyNoTranslateVS,Vertex,1470640,1232
3cd0ff84272aff2bfce6d27f1f32ef6d,FFlagExtendedHdrPrecision,SkyVS,Vertex,1468692,1948
1ffb66ae45a3e793500cce01a94fb9ba,FFlagExtendedHdrPrecision,SmoothClusterColoredHQVS,Vertex,1385220,4664
1e0fb283911ed81198789dc55145b8ee,FFlagExtendedHdrPrecision,SmoothClusterColoredSuperHQVS,Vertex,1389884,4384
046935c4110fe2c1e953067e038d7ada,FFlagExtendedHdrPrecision,SmoothClusterColoredVS,Vertex,1380636,4584
40ff5104dcfe33b3b8e29488fadc332f,FFlagExtendedHdrPrecision,SmoothClusterHQVS,Vertex,1357676,4288
5413c30382bcd58142321288a549664a,FFlagExtendedHdrPrecision,SmoothClusterSuperHQVS,Vertex,1361964,4288
ded194b124066d7ec9e44fd21c8f526f,FFlagExtendedHdrPrecision,SmoothClusterVS,Vertex,1353468,4208
5c6bfd7f8bb27d193b1b8a8755c03058,FFlagExtendedHdrPrecision,SmoothWaterHQVS,Vertex,1505824,4228
9dc6bd1954108ae25c740983ff8879b6,FFlagExtendedHdrPrecision,SmoothWaterVS,Vertex,1502324,3500
14bb555cb4737c3a2836b7d75702e234,FFlagExtendedHdrPrecision,SSAOCompositVS,Vertex,1556388,1300
7dfced3289496f930455133ef29ae26b,FFlagExtendedHdrPrecision,SSAOVS,Vertex,1548664,544
e2c4d8be9f8456ad9d4407173dc874d3,FFlagExtendedHdrPrecision,StarsNoTranslateVS,Vertex,1475592,1296
680cf378e7c07d2cbaeb3293f337714e,FFlagExtendedHdrPrecision,StarsVS,Vertex,1473580,2012
c8c8aae77e2043c0a3081047423d5cb3,FFlagExtendedHdrPrecision,TexCompVS,Vertex,1478628,1660
f661cd226bea8436e25f725403b9efe5,FFlagExtendedHdrPrecision,TrailVS,Vertex,1413424,1832
c6c4c9b5b7e62014a02378c993776e66,FFlagExtendedHdrPrecision,TrailVSLight,Vertex,1421016,2104
269e4a642801751e90a716caccab427e,FFlagExtendedHdrPrecision,TrailVSQuad,Vertex,1417192,1860
51a0b76704ddaee5a0a7deb3537626e1,FFlagExtendedHdrPrecision,TrailVSQuadLight,Vertex,1426456,2132
41b429359fda6c9fa81cbd30af203542,FFlagExtendedHdrPrecision,UIFogVS,Vertex,1483740,1868
b1977fcc9eb2e524c845366bf9fb4705,FFlagExtendedHdrPrecision,UITransformedLitFogVS,Vertex,1489848,2492
823d98b5ad099c4d6cd4cfbbdda10075,FFlagExtendedHdrPrecision,UITransformedLitVS,Vertex,1487480,2368
14619c813f644613c48f8f54dc8b0b2a,FFlagExtendedHdrPrecision,UITransformedVS,Vertex,1485608,1872
173d1bb516a4c87cfb00aaad7df9f310,FFlagExtendedHdrPrecision,UIVS,Vertex,1481996,1744
6cdb5353510bc227e5202dcf9fe96da9,FFlagExtendedHdrPrecision_NoShadows,AdornAALineFS,Fragment,1112436,2552
537ce1f29178bd25fc95272a81d31489,FFlagExtendedHdrPrecision_NoShadows,AdornFS,Fragment,1124112,1768
1b26c0737045f535f2cf22d050c0da51,FFlagExtendedHdrPrecision_NoShadows,AdornObjectFS,Fragment,1141972,2516
e136b52c1e776bc47b498a24d0b3d131,FFlagExtendedHdrPrecision_NoShadows,AdornOnTopFS,Fragment,1129796,712
e00c3a365d6c3fdf418658ef29d2f8fd,FFlagExtendedHdrPrecision_NoShadows,AdornOutlineFS,Fragment,1127948,1848
4959d941765e201bab592ea0036b6a35,FFlagExtendedHdrPrecision_NoShadows,AdornUnlitFS,Fragment,1144488,1524
b1a35aada79858eea98d886007f8ccce,FFlagExtendedHdrPrecision_NoShadows,Blur1FS,Fragment,1592360,1416
522c2430f58ffa4df816c1b16d8d7525,FFlagExtendedHdrPrecision_NoShadows,Blur3FS,Fragment,1593776,2000
fa2d3488d88a58c44c1aa24412f0d1b3,FFlagExtendedHdrPrecision_NoShadows,Blur5FS,Fragment,1595776,2584
2215b0c63b0e5f60e33c7225fca3a50a,FFlagExtendedHdrPrecision_NoShadows,Blur7FS,Fragment,1598360,3168
4b131787b543d9a482e28f9c5f6d5a74,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_PlasticFS,Fragment,1245080,3428
29485967cca33e0ce8e374872884d1db,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_PlasticHQFS,Fragment,1248508,5332
b51d989fcc19d6308ba8c80352ac3c25,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_PlasticReflectionFS,Fragment,1253840,3932
32c3bcc7f1b324575f925473076b74c9,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_PlasticReflectionHQFS,Fragment,1257772,5856
4b131787b543d9a482e28f9c5f6d5a74,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_SmoothPlasticFS,Fragment,1245080,3428
9bf28d135193fe51f4493f2f32f5896f,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_SmoothPlasticHQFS,Fragment,1263628,4032
b51d989fcc19d6308ba8c80352ac3c25,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_SmoothPlasticReflectionFS,Fragment,1253840,3932
1dc01fd99e8a8c19d23322dc28444a4b,FFlagExtendedHdrPrecision_NoShadows,Default_DEPRECATED_SmoothPlasticReflectionHQFS,Fragment,1267660,4488
c85dbd071f59363badf424ffe6c1e334,FFlagExtendedHdrPrecision_NoShadows,DefaultGlassFFlagUseSkylightHQFS,Fragment,1286748,7960
8cf67c3ad382708acd949736ef0ba985,FFlagExtendedHdrPrecision_NoShadows,DefaultGlassFFlagUseSkylightSuperHQFS,Fragment,1294708,10196
16b34c817f9f57ec3d88741be94263a3,FFlagExtendedHdrPrecision_NoShadows,DefaultGlassHQFS,Fragment,1304904,7932
e14ef25d4effe7ba2a1f99fefc54e627,FFlagExtendedHdrPrecision_NoShadows,DefaultGlassSuperHQFS,Fragment,1312836,10168
b57308768327ee071b8f4676c6a1c370,FFlagExtendedHdrPrecision_NoShadows,DefaultNeonFS,Fragment,1278836,1856
bc73a8bf8f123886246b4977401dac52,FFlagExtendedHdrPrecision_NoShadows,DefaultNeonHQFS,Fragment,1280692,2068
a58f1e6fd2131396d010bee5a8a93441,FFlagExtendedHdrPrecision_NoShadows,DefaultNeonHQInGuiFS,Fragment,1284648,2100
98633f7c346a0134c52648fadc853558,FFlagExtendedHdrPrecision_NoShadows,DefaultNeonInGuiFS,Fragment,1282760,1888
01784156e423a4c73f20632ff72c0b30,FFlagExtendedHdrPrecision_NoShadows,DefaultOpaqueFS,Fragment,1159212,3296
e7fa64a0c9b18cb832232b61af3d23be,FFlagExtendedHdrPrecision_NoShadows,DefaultOpaqueHQFS,Fragment,1162508,3900
4b131787b543d9a482e28f9c5f6d5a74,FFlagExtendedHdrPrecision_NoShadows,DefaultPlasticUnifiedFS,Fragment,1245080,3428
36754d8470a609c979437b57d8be0627,FFlagExtendedHdrPrecision_NoShadows,DefaultPlasticUnifiedHQFS,Fragment,1272148,6688
b51d989fcc19d6308ba8c80352ac3c25,FFlagExtendedHdrPrecision_NoShadows,DefaultPlasticUnifiedReflectionFS,Fragment,1253840,3932
fd3054eab4631cc973616948d6a3cb1f,FFlagExtendedHdrPrecision_NoShadows,DefaultShadowFS,Fragment,1235840,500
564fd7efd30b88fc1d24a264e01dfcbc,FFlagExtendedHdrPrecision_NoShadows,DefaultTiledHideAllRepHQFS,Fragment,1345636,7832
f9961c5a29568e4fb7a83601e3f7378e,FFlagExtendedHdrPrecision_NoShadows,DefaultTiledHideDiffuseRepHQFS,Fragment,1338088,7548
bb268d146d96d3dfcf5a8b1b9de728f4,FFlagExtendedHdrPrecision_NoShadows,DefaultTiledHQFS,Fragment,1323004,7292
b5c0f2f0ef6da39e83ea484a904fe3e2,FFlagExtendedHdrPrecision_NoShadows,DefaultTransparentFS,Fragment,1166408,3296
d1631c5f8828409413a036a71e0f2ff0,FFlagExtendedHdrPrecision_NoShadows,DefaultTransparentHQFS,Fragment,1169704,3900
ed6dc5c9202f63840c9a68225a005e13,FFlagExtendedHdrPrecision_NoShadows,DefaultWangHQFS,Fragment,1330296,7792
7d74c40da9965f54afb71166d99d88c6,FFlagExtendedHdrPrecision_NoShadows,DownSample4x4AvgFS,Fragment,1566280,908
d3128a76f61cde0b6cfb433d8fc1c970,FFlagExtendedHdrPrecision_NoShadows,DownSample4x4GlowFastFS,Fragment,1562472,1592
1c24e9a8bdd52da0b34b27f5c9c3c182,FFlagExtendedHdrPrecision_NoShadows,DownSample4x4GlowFS,Fragment,1564064,2216
fe90de70bbdecc98dc464dcce1aab2bc,FFlagExtendedHdrPrecision_NoShadows,DownSample4x4MaxFS,Fragment,1567188,888
dee447d65711bd3de038dd78d7b5c9ed,FFlagExtendedHdrPrecision_NoShadows,DownSampleGjoelFS,Fragment,1583280,2376
f0e7e9494bee3eb4b8078051ce356046,FFlagExtendedHdrPrecision_NoShadows,DownSampleGjoelLinearFS,Fragment,1585656,2316
4bd6e4a7fc71b3655905649cb427fd76,FFlagExtendedHdrPrecision_NoShadows,DownSampleGjoelMipFS,Fragment,1587972,1332
f2418a81669f38e2dce2ce3195ab1cd4,FFlagExtendedHdrPrecision_NoShadows,DownSampleGlowTemporal8x8FS,Fragment,1577160,2480
90f327c1b818dcaec096f3ed7552f587,FFlagExtendedHdrPrecision_NoShadows,DownSampleGlowTemporalLinear8x8FS,Fragment,1579640,2420
d436737f06bf8a6c4a150dd86290bca7,FFlagExtendedHdrPrecision_NoShadows,FXCompositingFIBFS,Fragment,1645480,1564
fffb5aa9e0ee6d426c431c17c109cb92,FFlagExtendedHdrPrecision_NoShadows,FXCompositingFIBLinearFS,Fragment,1647044,1428
09a14caa8587712b76bb8e1e48788ffe,FFlagExtendedHdrPrecision_NoShadows,FXCompositingFS,Fragment,1643912,1568
f3a4e3d0b1cb1e24fcea910248f5d624,FFlagExtendedHdrPrecision_NoShadows,GlassTintFS,Fragment,1236340,836
b1f4228d4b011de8229a4dae186738e0,FFlagExtendedHdrPrecision_NoShadows,GridFS,Fragment,1409748,3676
1eb61572ce2cf282d965b7957d1a7a12,FFlagExtendedHdrPrecision_NoShadows,ImageProcessAlphaFS,Fragment,1604012,1124
cf509e9ce7b222073a80c2c0524e3af9,FFlagExtendedHdrPrecision_NoShadows,ImageProcessAlphaLQNeonFS,Fragment,1606364,1228
4ac6e7b9d996dc338b6d050e288b617d,FFlagExtendedHdrPrecision_NoShadows,ImageProcessBlurFS,Fragment,1607592,1356
13aeae49032411f9db9f5c6df70493b3,FFlagExtendedHdrPrecision_NoShadows,ImageProcessBlurFXCompositionFS,Fragment,1612168,1992
9526a8c0657253e044cc64abe762cefe,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBAlphaFS,Fragment,1614160,1192
1b73def58d6a9aa60f894c9916d83f2a,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBloomFS,Fragment,1616760,1644
d36e9a6ed03a4d82724d5049fcb1ebaa,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBloomLinearFS,Fragment,1618404,1576
fde7bdc108323eaf8dc9e06f70436ca6,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBlurBloomFS,Fragment,1625316,1924
c5b2429cce063b6489d9e91b27bff3bf,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBlurBloomLinearFS,Fragment,1627240,1856
8f2349e91b8a6a66256ae48a48d5abbb,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBlurFS,Fragment,1623628,1688
552ea114ccb6db19a9ad0b1b77a3afd3,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBlurFXCompositionFS,Fragment,1629096,2152
468e3b62e054a6f81af3dd492286df91,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBBlurFXCompositionLinearFS,Fragment,1631248,2056
bee7db05a7942dee3323dcc125f90b86,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBFS,Fragment,1615352,1408
f00eed817f9f6258fefc094c73ce986f,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBFXCompositionFS,Fragment,1619980,1872
b3143901caf00feab1a1452d55436710,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBFXCompositionLinearFS,Fragment,1621852,1776
2dd1f11763a9f3d0d55b5add5d7cccb5,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBLQNeonBloomFS,Fragment,1634712,1900
df6320043ca0966d688fc116413089b0,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBLQNeonBloomLinearFS,Fragment,1636612,1576
316f30bba642e78cd04449269acb5cfd,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBLQNeonBlurBloomFS,Fragment,1639876,2180
4b26fd8c1f29b2598f98f95c5b6dee40,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBLQNeonBlurBloomLinearFS,Fragment,1642056,1856
993ae0b8ad67884ee7dc93bc1e47b567,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBLQNeonBlurFS,Fragment,1638188,1688
4087a10a2d81dd4aa8c6ba4c5a0f8588,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFIBLQNeonFS,Fragment,1633304,1408
2f743bfd8b50372be59971264c8dae68,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFS,Fragment,1602888,1124
fcbebbb18b5dfde672f3dd2ee72d5629,FFlagExtendedHdrPrecision_NoShadows,ImageProcessFXCompositionFS,Fragment,1610408,1760
06350a71a33965255800a3c59e332f12,FFlagExtendedHdrPrecision_NoShadows,ImageProcessLQNeonBlurFS,Fragment,1608948,1460
544f5e1f90b759f22bde60d92eacac61,FFlagExtendedHdrPrecision_NoShadows,ImageProcessLQNeonFS,Fragment,1605136,1228
0af5bd0065e27530cef2b62fde05f132,FFlagExtendedHdrPrecision_NoShadows,LightGridPointSplatFS,Fragment,1602396,492
dd07ffd473c723c45d7c985a7389d7ec,FFlagExtendedHdrPrecision_NoShadows,LinearizeDepthFS,Fragment,1648472,1208
9307778ec16ad3feeed4e1a3e11a0f7e,FFlagExtendedHdrPrecision_NoShadows,LowQGlassFFlagUseSkylightFS,Fragment,1241128,3952
8f79796ef8d1aafd1b7fec5e27f0be1b,FFlagExtendedHdrPrecision_NoShadows,LowQGlassFS,Fragment,1237176,3952
4cf9c5fd120dc8e5ab213452e26e3357,FFlagExtendedHdrPrecision_NoShadows,LowQMaterialFS,Fragment,1220916,4352
35acbf2b3a4fad5e763a24ed0db2e00a,FFlagExtendedHdrPrecision_NoShadows,LowQMaterialWangFallbackFS,Fragment,1229084,3384
610b102283f0cfe56162a2eec7ac04fe,FFlagExtendedHdrPrecision_NoShadows,LowQMaterialWangFS,Fragment,1225268,3816
eccfbab448134dbca4f66f0231a02c9f,FFlagExtendedHdrPrecision_NoShadows,OccupancyDebugFS,Fragment,1649680,2276
