Name,Shader Type,d3d10,d3d10_1,d3d11,glsl,glsl3,vulkan_desktop
DefaultUnifiedFlatOpaqueVS_84000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatOpaqueVS_84001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentFS_00000800,Fragment,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentFS_10000000,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentFS_10000400,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentFS_20000000,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentFS_40000000,Fragment,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentFS_80000000,Fragment,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_00000800,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00000801,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00000802,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00000806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00001800,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00001802,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00001806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00100801,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_00200800,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_00300800,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_04000806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_04001806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_10000000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_10000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10000400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10000401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_10000402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10001400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10001402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_10100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_10100401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_10200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_10200400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_10300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_10300400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_14000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_14000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_14001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_14001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20000000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_20000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_20100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedFlatTransparentVS_20200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_20300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_24000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_24001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedFlatTransparentVS_40000000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40000001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40000002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40001000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40001002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40100001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_40300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_44000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_44001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80000000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80000001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80000002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80001000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80001002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80100001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_80300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_84000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedFlatTransparentVS_84001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldFS_00000800,Fragment,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldFS_10000000,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldFS_10000400,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldFS_20000000,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldFS_40000000,Fragment,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldFS_80000000,Fragment,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_00000800,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00000801,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00000802,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00000806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00001800,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00001802,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00001806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00100801,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_00200800,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_00300800,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_04000806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_04001806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_10000000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_10000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10000400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10000401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_10000402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10001400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10001402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_10100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_10100401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_10200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_10200400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_10300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_10300400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_14000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_14000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_14001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_14001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20000000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_20000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_20100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedForcefieldVS_20200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_20300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_24000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_24001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedForcefieldVS_40000000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40000001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40000002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40001000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40001002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40100001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_40300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_44000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_44001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80000000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80000001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80000002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80001000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80001002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80100001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_80300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_84000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedForcefieldVS_84001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassFS_00000800,Fragment,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassFS_10000000,Fragment,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassFS_10000400,Fragment,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassFS_20000000,Fragment,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassTintFS,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00000400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00000401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00000402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00001400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00001402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00100401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00200400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00300400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00800000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00800001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00800002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00800006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00800400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00800401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00800402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00800406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00801000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00801002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00801006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00801400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00801402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00801406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_00900001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00900401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTintVS_00a00000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00a00400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00b00000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_00b00400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTintVS_04000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04800006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04800406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04801006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTintVS_04801406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentFS_00000800,Fragment,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentFS_10000000,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentFS_10000400,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentFS_20000000,Fragment,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentFS_40000000,Fragment,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentFS_80000000,Fragment,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_00000800,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00000801,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00000802,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00000806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00001800,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00001802,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00001806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00100801,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_00200800,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_00300800,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_04000806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_04001806,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_10000000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_10000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10000400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10000401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_10000402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10001400,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10001402,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_10100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_10100401,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_10200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_10200400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_10300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_10300400,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_14000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_14000406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_14001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_14001406,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20000000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20000001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_20000002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20001000,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20001002,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_20100001,Vertex,✔,✔,✔,❌,✔,✔
DefaultUnifiedGlassTransparentVS_20200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_20300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_24000006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_24001006,Vertex,✔,✔,✔,✔,✔,✔
DefaultUnifiedGlassTransparentVS_40000000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40000001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40000002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40001000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40001002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40100001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_40300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_44000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_44001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80000000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80000001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80000002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80001000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80001002,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80100001,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80200000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_80300000,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_84000006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassTransparentVS_84001006,Vertex,✔,✔,✔,❌,❌,✔
DefaultUnifiedGlassVS_00000800,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00000801,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00000802,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00000806,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00001800,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00001802,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00001806,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_00100801,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_04000806,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_04001806,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_10000000,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10000001,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_10000002,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10000006,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10000400,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10000401,Vertex,❌,❌,❌,❌,✔,❌
DefaultUnifiedGlassVS_10000402,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10000406,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10001000,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10001002,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10001006,Vertex,❌,❌,❌,✔,✔,❌
DefaultUnifiedGlassVS_10001400,Vertex,❌,❌,❌,✔,✔,❌
